trial_within_subject,block,stimulus_id,feature1,feature2,feature3,feature4,feature5,category_feedback,agent_id,w1_true,w2_true,w3_true,w4_true,w5_true,c_true,log_c_true,bias_true,prob_cat1,sim_response,correct,performance
87,3,11100.jpg,1,1,1,0,0,1,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.519264901190379,1,1,0.47126436781609193
88,3,01010.jpg,0,1,0,1,0,0,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.47739940522528274,1,0,0.4659090909090909
89,3,01000.jpg,0,1,0,0,0,0,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.45892491997246765,0,1,0.47191011235955055
90,3,10010.jpg,1,0,0,1,0,0,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.509578159945988,0,1,0.4777777777777778
91,3,01111.jpg,0,1,1,1,1,0,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5083003599930159,0,1,0.4835164835164835
92,3,00101.jpg,0,0,1,0,1,0,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49089063978495795,0,1,0.4891304347826087
93,3,11011.jpg,1,1,0,1,1,0,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5071373792306869,1,0,0.4838709677419355
94,3,00110.jpg,0,0,1,1,0,0,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5084920068953949,1,0,0.4787234042553192
95,3,10101.jpg,1,0,1,0,1,1,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5248176977431829,1,1,0.4842105263157895
96,3,11101.jpg,1,1,1,0,1,1,38,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5283813510168748,1,1,0.4895833333333333
1,1,11101.jpg,1,1,1,0,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5,1,1,1
2,1,11111.jpg,1,1,1,1,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5,0,0,0.5
3,1,00001.jpg,0,0,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5,1,0,0.3333333333333333
4,1,00111.jpg,0,0,1,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5607830848985649,0,1,0.5
5,1,00101.jpg,0,0,1,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.465905731926561,0,1,0.6
6,1,00100.jpg,0,0,1,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4366858843930498,0,1,0.6666666666666666
7,1,01001.jpg,0,1,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4653571221833809,1,0,0.5714285714285714
8,1,11110.jpg,1,1,1,1,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5963782383698862,0,0,0.5
9,1,01101.jpg,0,1,1,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4388803444200947,1,0,0.4444444444444444
10,1,00010.jpg,0,0,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5330258884329735,1,0,0.4
11,1,10110.jpg,1,0,1,1,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5738978197125608,0,0,0.36363636363636365
12,1,01000.jpg,0,1,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4119201755793295,0,1,0.4166666666666667
13,1,10001.jpg,1,0,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.42859207140097283,1,0,0.38461538461538464
14,1,01011.jpg,0,1,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5475472717525266,0,1,0.42857142857142855
15,1,11001.jpg,1,1,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4468161886866632,1,0,0.4
16,1,10010.jpg,1,0,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5739189464132128,1,0,0.375
17,1,01111.jpg,0,1,1,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5604505701659129,1,0,0.35294117647058826
18,1,00110.jpg,0,0,1,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5458741380965875,1,0,0.3333333333333333
19,1,10111.jpg,1,0,1,1,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5653878860787228,0,0,0.3157894736842105
20,1,10011.jpg,1,0,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5513835542155522,0,1,0.35
21,1,01010.jpg,0,1,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5186437250258789,0,1,0.38095238095238093
22,1,01100.jpg,0,1,1,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4532376118137287,1,0,0.36363636363636365
23,1,10100.jpg,1,0,1,0,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4760186586652208,0,0,0.34782608695652173
24,1,11011.jpg,1,1,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5307001789373628,0,1,0.375
25,1,01110.jpg,0,1,1,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5230219580403555,1,0,0.36
26,1,00011.jpg,0,0,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.48553071696599465,0,1,0.38461538461538464
27,1,11000.jpg,1,1,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.487891205701895,1,0,0.37037037037037035
28,1,10000.jpg,1,0,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.483217744687729,1,0,0.35714285714285715
29,1,11010.jpg,1,1,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5252971275888618,1,0,0.3448275862068966
30,1,00000.jpg,0,0,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4470622160621781,0,1,0.36666666666666664
31,1,11100.jpg,1,1,1,0,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5072235439503995,0,0,0.3548387096774194
32,1,10101.jpg,1,0,1,0,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.51744751110115,1,1,0.375
33,2,01010.jpg,0,1,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4664364319835306,0,1,0.3939393939393939
34,2,10011.jpg,1,0,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49755621829591884,0,1,0.4117647058823529
35,2,01011.jpg,0,1,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.46057812329557046,1,0,0.4
36,2,10101.jpg,1,0,1,0,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5417700979643039,1,1,0.4166666666666667
37,2,11100.jpg,1,1,1,0,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.546422906265964,0,0,0.40540540540540543
38,2,10010.jpg,1,0,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4762071521716194,0,1,0.42105263157894735
39,2,10000.jpg,1,0,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.522422059265608,1,0,0.41025641025641024
40,2,01100.jpg,0,1,1,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5234921372165293,0,1,0.425
41,2,00011.jpg,0,0,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.44720546924445603,0,1,0.43902439024390244
42,2,01000.jpg,0,1,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4872944428781505,0,1,0.4523809523809524
43,2,10100.jpg,1,0,1,0,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5511383923967595,1,1,0.46511627906976744
44,2,00110.jpg,0,0,1,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.47736980205950497,1,0,0.45454545454545453
45,2,00000.jpg,0,0,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49287294447628127,0,1,0.4666666666666667
46,2,10110.jpg,1,0,1,1,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5090032710623007,0,0,0.45652173913043476
47,2,11101.jpg,1,1,1,0,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5487233179572207,1,1,0.46808510638297873
48,2,11011.jpg,1,1,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4760795672799271,1,0,0.4583333333333333
49,2,01001.jpg,0,1,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.48859555624910034,0,1,0.46938775510204084
50,2,01111.jpg,0,1,1,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4774951186663632,0,1,0.48
51,2,10001.jpg,1,0,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5221471201441314,1,0,0.47058823529411764
52,2,00010.jpg,0,0,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.44774727455491126,1,0,0.46153846153846156
53,2,11000.jpg,1,1,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5196896122304226,1,0,0.4528301886792453
54,2,00100.jpg,0,0,1,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.521777109137356,1,0,0.4444444444444444
55,2,00001.jpg,0,0,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.48492154453441394,1,0,0.43636363636363634
56,2,10111.jpg,1,0,1,1,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5164504280474357,1,1,0.44642857142857145
57,2,11111.jpg,1,1,1,1,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5220021181414954,0,0,0.43859649122807015
58,2,01101.jpg,0,1,1,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5067910304567271,0,1,0.4482758620689655
59,2,00111.jpg,0,0,1,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49873598261224716,1,0,0.4406779661016949
60,2,11010.jpg,1,1,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49318790877515284,0,1,0.45
61,2,00101.jpg,0,0,1,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5075258920172451,0,1,0.45901639344262296
62,2,11001.jpg,1,1,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5051244659309782,0,1,0.46774193548387094
63,2,01110.jpg,0,1,1,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4950465402175906,1,0,0.4603174603174603
64,2,11110.jpg,1,1,1,1,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5258746756735672,1,1,0.46875
65,3,01101.jpg,0,1,1,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49916736087939584,1,0,0.46153846153846156
66,3,01100.jpg,0,1,1,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49703960846599493,0,1,0.4696969696969697
67,3,11110.jpg,1,1,1,1,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5353258620957461,1,1,0.47761194029850745
68,3,11000.jpg,1,1,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4937127867474855,0,1,0.4852941176470588
69,3,10100.jpg,1,0,1,0,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5244903817574629,0,0,0.4782608695652174
70,3,00011.jpg,0,0,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4700001404413629,1,0,0.4714285714285714
71,3,10001.jpg,1,0,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4968421123095469,1,0,0.4647887323943662
72,3,00111.jpg,0,0,1,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5012707257555667,1,0,0.4583333333333333
73,3,10011.jpg,1,0,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4997983524969996,1,0,0.4520547945205479
74,3,11001.jpg,1,1,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49556038897215837,1,0,0.44594594594594594
75,3,01110.jpg,0,1,1,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5052289208051097,1,0,0.44
76,3,00100.jpg,0,0,1,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.501076450201074,0,1,0.4473684210526316
77,3,10110.jpg,1,0,1,1,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5360660375511533,0,0,0.44155844155844154
78,3,01011.jpg,0,1,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4707432463636421,0,1,0.44871794871794873
79,3,00001.jpg,0,0,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.46128185468056837,0,1,0.45569620253164556
80,3,11010.jpg,1,1,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5087097185304601,0,1,0.4625
81,3,10000.jpg,1,0,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49769104360037636,1,0,0.4567901234567901
82,3,01001.jpg,0,1,0,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4582420155414524,1,0,0.45121951219512196
83,3,00010.jpg,0,0,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.47749089204500184,0,1,0.4578313253012048
84,3,00000.jpg,0,0,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.46388329115761273,0,1,0.4642857142857143
85,3,10111.jpg,1,0,1,1,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5382411458231504,0,0,0.4588235294117647
86,3,11111.jpg,1,1,1,1,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5413361758772751,1,1,0.46511627906976744
87,3,11100.jpg,1,1,1,0,0,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.519264901190379,1,1,0.47126436781609193
88,3,01010.jpg,0,1,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.47739940522528274,1,0,0.4659090909090909
89,3,01000.jpg,0,1,0,0,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.45892491997246765,0,1,0.47191011235955055
90,3,10010.jpg,1,0,0,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.509578159945988,0,1,0.4777777777777778
91,3,01111.jpg,0,1,1,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5083003599930159,0,1,0.4835164835164835
92,3,00101.jpg,0,0,1,0,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49089063978495795,0,1,0.4891304347826087
93,3,11011.jpg,1,1,0,1,1,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5071373792306869,1,0,0.4838709677419355
94,3,00110.jpg,0,0,1,1,0,0,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5084920068953949,1,0,0.4787234042553192
95,3,10101.jpg,1,0,1,0,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5248176977431829,1,1,0.4842105263157895
96,3,11101.jpg,1,1,1,0,1,1,39,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5283813510168748,1,1,0.4895833333333333
1,1,11101.jpg,1,1,1,0,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5,1,1,1
2,1,11111.jpg,1,1,1,1,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5,0,0,0.5
3,1,00001.jpg,0,0,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5,1,0,0.3333333333333333
4,1,00111.jpg,0,0,1,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5607830848985649,0,1,0.5
5,1,00101.jpg,0,0,1,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.465905731926561,0,1,0.6
6,1,00100.jpg,0,0,1,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4366858843930498,0,1,0.6666666666666666
7,1,01001.jpg,0,1,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4653571221833809,1,0,0.5714285714285714
8,1,11110.jpg,1,1,1,1,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5963782383698862,0,0,0.5
9,1,01101.jpg,0,1,1,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4388803444200947,1,0,0.4444444444444444
10,1,00010.jpg,0,0,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5330258884329735,1,0,0.4
11,1,10110.jpg,1,0,1,1,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5738978197125608,0,0,0.36363636363636365
12,1,01000.jpg,0,1,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4119201755793295,0,1,0.4166666666666667
13,1,10001.jpg,1,0,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.42859207140097283,1,0,0.38461538461538464
14,1,01011.jpg,0,1,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5475472717525266,0,1,0.42857142857142855
15,1,11001.jpg,1,1,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4468161886866632,1,0,0.4
16,1,10010.jpg,1,0,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5739189464132128,1,0,0.375
17,1,01111.jpg,0,1,1,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5604505701659129,1,0,0.35294117647058826
18,1,00110.jpg,0,0,1,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5458741380965875,1,0,0.3333333333333333
19,1,10111.jpg,1,0,1,1,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5653878860787228,0,0,0.3157894736842105
20,1,10011.jpg,1,0,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5513835542155522,0,1,0.35
21,1,01010.jpg,0,1,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5186437250258789,0,1,0.38095238095238093
22,1,01100.jpg,0,1,1,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4532376118137287,1,0,0.36363636363636365
23,1,10100.jpg,1,0,1,0,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4760186586652208,0,0,0.34782608695652173
24,1,11011.jpg,1,1,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5307001789373628,0,1,0.375
25,1,01110.jpg,0,1,1,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5230219580403555,1,0,0.36
26,1,00011.jpg,0,0,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.48553071696599465,0,1,0.38461538461538464
27,1,11000.jpg,1,1,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.487891205701895,1,0,0.37037037037037035
28,1,10000.jpg,1,0,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.483217744687729,1,0,0.35714285714285715
29,1,11010.jpg,1,1,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5252971275888618,1,0,0.3448275862068966
30,1,00000.jpg,0,0,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4470622160621781,0,1,0.36666666666666664
31,1,11100.jpg,1,1,1,0,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5072235439503995,0,0,0.3548387096774194
32,1,10101.jpg,1,0,1,0,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.51744751110115,1,1,0.375
33,2,01010.jpg,0,1,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4664364319835306,0,1,0.3939393939393939
34,2,10011.jpg,1,0,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49755621829591884,0,1,0.4117647058823529
35,2,01011.jpg,0,1,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.46057812329557046,1,0,0.4
36,2,10101.jpg,1,0,1,0,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5417700979643039,1,1,0.4166666666666667
37,2,11100.jpg,1,1,1,0,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.546422906265964,0,0,0.40540540540540543
38,2,10010.jpg,1,0,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4762071521716194,0,1,0.42105263157894735
39,2,10000.jpg,1,0,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.522422059265608,1,0,0.41025641025641024
40,2,01100.jpg,0,1,1,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5234921372165293,0,1,0.425
41,2,00011.jpg,0,0,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.44720546924445603,0,1,0.43902439024390244
42,2,01000.jpg,0,1,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4872944428781505,0,1,0.4523809523809524
43,2,10100.jpg,1,0,1,0,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5511383923967595,1,1,0.46511627906976744
44,2,00110.jpg,0,0,1,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.47736980205950497,1,0,0.45454545454545453
45,2,00000.jpg,0,0,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49287294447628127,0,1,0.4666666666666667
46,2,10110.jpg,1,0,1,1,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5090032710623007,0,0,0.45652173913043476
47,2,11101.jpg,1,1,1,0,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5487233179572207,1,1,0.46808510638297873
48,2,11011.jpg,1,1,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4760795672799271,1,0,0.4583333333333333
49,2,01001.jpg,0,1,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.48859555624910034,0,1,0.46938775510204084
50,2,01111.jpg,0,1,1,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4774951186663632,0,1,0.48
51,2,10001.jpg,1,0,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5221471201441314,1,0,0.47058823529411764
52,2,00010.jpg,0,0,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.44774727455491126,1,0,0.46153846153846156
53,2,11000.jpg,1,1,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5196896122304226,1,0,0.4528301886792453
54,2,00100.jpg,0,0,1,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.521777109137356,1,0,0.4444444444444444
55,2,00001.jpg,0,0,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.48492154453441394,1,0,0.43636363636363634
56,2,10111.jpg,1,0,1,1,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5164504280474357,1,1,0.44642857142857145
57,2,11111.jpg,1,1,1,1,1,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5220021181414954,0,0,0.43859649122807015
58,2,01101.jpg,0,1,1,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5067910304567271,0,1,0.4482758620689655
59,2,00111.jpg,0,0,1,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49873598261224716,1,0,0.4406779661016949
60,2,11010.jpg,1,1,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49318790877515284,0,1,0.45
61,2,00101.jpg,0,0,1,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5075258920172451,0,1,0.45901639344262296
62,2,11001.jpg,1,1,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5051244659309782,0,1,0.46774193548387094
63,2,01110.jpg,0,1,1,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4950465402175906,1,0,0.4603174603174603
64,2,11110.jpg,1,1,1,1,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5258746756735672,1,1,0.46875
65,3,01101.jpg,0,1,1,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49916736087939584,1,0,0.46153846153846156
66,3,01100.jpg,0,1,1,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49703960846599493,0,1,0.4696969696969697
67,3,11110.jpg,1,1,1,1,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5353258620957461,1,1,0.47761194029850745
68,3,11000.jpg,1,1,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4937127867474855,0,1,0.4852941176470588
69,3,10100.jpg,1,0,1,0,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5244903817574629,0,0,0.4782608695652174
70,3,00011.jpg,0,0,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4700001404413629,1,0,0.4714285714285714
71,3,10001.jpg,1,0,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4968421123095469,1,0,0.4647887323943662
72,3,00111.jpg,0,0,1,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5012707257555667,1,0,0.4583333333333333
73,3,10011.jpg,1,0,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4997983524969996,1,0,0.4520547945205479
74,3,11001.jpg,1,1,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49556038897215837,1,0,0.44594594594594594
75,3,01110.jpg,0,1,1,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5052289208051097,1,0,0.44
76,3,00100.jpg,0,0,1,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.501076450201074,0,1,0.4473684210526316
77,3,10110.jpg,1,0,1,1,0,1,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5360660375511533,0,0,0.44155844155844154
78,3,01011.jpg,0,1,0,1,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4707432463636421,0,1,0.44871794871794873
79,3,00001.jpg,0,0,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.46128185468056837,0,1,0.45569620253164556
80,3,11010.jpg,1,1,0,1,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.5087097185304601,0,1,0.4625
81,3,10000.jpg,1,0,0,0,0,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.49769104360037636,1,0,0.4567901234567901
82,3,01001.jpg,0,1,0,0,1,0,40,0.1,0.1,0.1,0.6,0.1,1,0,0.5,0.4582420155414524,1,0,0.45121951219512196
